,Clean_Text,Class
431,caadara dengan senang hati memenuhi permintaan penduduk desa itu malam itu mereka berpesta namun tetap waspada,senang
248,pertarungan tak terelakkan senjata kedua belah pihak saling beradu suasana sungguh mencekam,takut
1,bujang kelana akan menantang pendekar katung untuk menyabung ayam,marah
124,namun kapal itu tetap tak bergerak raja menjadi kecewa dan marah,marah
310,syarat yang aneh itu membuat si limbat ketakutan,takut
904,sementara itu nyai jaya dan mangku amat saat kembali ke rumahnya mereka kaget saat melihat tempat tinggal mereka sudah dihancurkan orang,terkejut
227,badak ketakutan mendengar jawaban itu,takut
422,kedatangan dempu awang sampai ke telinga ibunya ibu dempu sangat gembira,senang
175,sambil memandang sinis ke bawah ia meludahi ibunya,jijik
118,raja dan ratu sedang naik pitam,marah
451,sementara kakinya ada sepasang sepatu kaca yang sangat cantik cinderella menari nari dengan sangat gembira,senang
737,oh celakalah anakku kata ayah akim dengan sedih,sedih
571,sultan alam gembira sekali mendengar berita dari elang raja,senang
230,ibu katak mendengar suara yang membuatnya ketakutan,takut
271,para perompak yang lain merasa takut,takut
246,seekor ular yang melintas di dekatnya membuat mah bongsu sangat ketakutan,takut
495,ayahnya tertawa sambil memeluk manuella dengan penuh kasih sayang,senang
372,ratu pun sangat bahagia ketika ia menggendong bayinya,senang
470,warga seketika bersuka cita mendapati air yang telah lama tidak mereka temukan waktu itu muncul berlimpah ruah dari mulut patung landak,senang
803,aminah menangis dua kali pertama ia menangis untuk dirinya sendiri dan kali ini ia menangis untuk anak yang ditinggal mati ayahnya sebelum ia sempat dilahirkan,sedih
241,mereka segera berpelukan karena ketakutan,takut
515,gadis itu kemudian pulang ke rumahnya dengan kantongan yang penuh dengan uang akhirnya menikah dengan orang yang sangat kaya dan hidup bahagia setelahnya,senang
666,la sedih sekali mengetahui burung kecil telah dimakan neneknya,sedih
540,saya tida meminta apapun jawabnya saya senang bisa berbuat sesuatu untuk negara,senang
399,gadis itu tertawa aku tahu hadiah apa saja yang kalian harus bawa,senang
656,mereka merasa bersalah karena telah berkelahi hanya karena sebuah kue,sedih
210,jika ayahnya pulang bawang putih tidak berani mengadukan perbuatan ibu dan saudara tirinya,takut
955,padishah menjadi terkejut tetapi karena tujuan padishah sendiri bukanlah istana itu melainkan untuk memisahkan anak nelayan dengan wanita yang diidam idamkannya,terkejut
213,kapal dagang yang ditumpanginya itu diserang kapal bajak laut,takut
644,cinderella lari ke kebun dan menangis,sedih
632,ratu cik sima tak kuasa menahan sesal dan kesedihan atas kehilangan putri putrinya,sedih
908,namun ia sangat terkejut dan terbengong bengong melihat sang ayam sudah tidak ada di hadapannya,terkejut
314,la tidak berani menolak karena takut akibatnya,takut
898,terjadilah sebuah peristiwa yang sangat mengagetkan joko kendil yang buruk rupa berubah menjadi seorang pangeran yang sangat tampan,terkejut
695,si kakak menyesal tidak menuruti pelaut kini ia hanya bisa menggigit jari melihat adiknya naik perahu dengan pelaut,sedih
670,mendengar yang di katakan hewan hewan yang lain membuat sang ibu merasa sedih,sedih
295,istana putri bisu jika dilihat dari dekat ternyata sangat mengerikan karena dindingnya dibangun dari tulang belulang manusia,takut
69,tapi suatu hari keempat lembu bertengkar karena perbedaan pendapat,marah
696,seharusnya aku tidak terpengaruh kata kata tetanggaku kata gembala menyesali diri,sedih
500,kakek senang sekali bisa menemukan suzume,senang
363,dia hidup bahagia bersama suami dan anaknya cindelaras,senang
698,gadis itu menangis memohon ampun kepada ibunya,sedih
163,bercerminlah dahulu dirimu hei kleting kuning jangan sampai ande ande lumut yang tampan itu menjadi muak ketika melihat wujudmu yang menyedihkan itu,jijik
971,mereka amat terkejut ketika menengok ke dalam ayunan yang berada di tengah tengah lorong,terkejut
342,utbah berdiri dalam keadaan takut dan segera menuju kaum quraisy,takut
18,amat besar murka prabu kertamarta ketika mengetahui cerita yang sebenarnya,marah
127,kalian ini sungguh keterlaluan mestinya ayah tak perlu membawakan apa apa untuk kalian bisanya hanya mengganggu saja kata puteri kuning dengan marah,marah
616,mereka telah menjadi pasangan suami istri yang berbahagia dan tinggal di kemayoran sampai tua,senang
463,hahaa selamat tinggal serigala yang bodoh kata sang ayam yang senang karena berhasil meloloskan diri dari cengkraman serigala,senang
850,putri penggiling gandum tersebut semakin terkejut melihat jerami benar benar berubah menjadi emas,terkejut
562,istana yang dipenuhi kelembutan hati dan kebahagiaan,senang
354,cinderella sangat bersemangat dengan undangan pesta itu,senang
36,buaya kesal penyamarannya diketahui ya aku akan memakanmu kata buaya,marah
909,singa dan beruang sangat terkejut melihat kedatangan serigala yang sangat tiba tiba,terkejut
285,lipan besar yang takut dimangsa tulap si raksasa terpaksa pula menurut,takut
73,mendengar penolakan putri aji bedarah putih itu membuat raja cina menjadi amat murka,marah
309,saya tidak melarang mang jampang jawab abdih yang ketakutan juga,takut
761,justru puteri rauna yang tersentak lalu menangis memohon kepada ayah bundanya,sedih
542,raja sangat bahagia ia mengadakan pesta dan mengundang kerajaan sahabat serta seluruh rakyatnya,senang
6,mereka iri dengan kecantikan wajah kleting kuning,marah
166,kleting kuning yang herpakaian kumal lagi bau badannya,jijik
554,aduhai alangkah cantiknya ia bahkan burung burung pun terpesona memandangnya,senang
874,melihat anaknya yang berbeda ibu itik terheran heran,terkejut
557,berbagai jenis burung dan serangga hidup dengan riangnya,senang
529,raja gembira melihat putri berubah ceria,senang
651,candra kirana meninggalkan istana dengan hati terluka,sedih
453,sesampainya ia di istana pangeran menyambutnya dengan gembira dan tersenyum cinderella dan pangeran akhirnya menikah dan hidup sangat bahagia selama lamanya,senang
687,tapi o bia mokara menolak tangisnya semakin keras terus merengek meminta telur ikan,sedih
457,suatu hari tinggallah sebuah keluarga kambing yang terdiri dari induk kambing dan ketiga anaknya mereka tinggal di sebuah desa yang jauh dari keramaian keluarga tersebut sangat bahagia,senang
725,keesokan harinya mereka mendatangi batu batangkup dan kembali menangis dan memohon agar emaknya di keluarkan kembali,sedih
376,ratu hanya tersenyum bahagia dan memeluk bayinya dengan sangat erat,senang
327,mereka takut akan purbararang yang terkenal kejam,takut
304,tapi perasaan takut masih menyelimuti mereka,takut
375,kalau begitu namamu rumpelstilskin jawab ratu tersenyum,senang
870,baiklah kini waktunya aku pulang kata anak muda itu la pun iangsung menghilang,terkejut
25,maka seluruh rakyatnya akan mati ketakutan,marah
671,melihat anjing yang berlari menjauhinya ia merasa semakin sedih karena anjing pun takut melihatnya,sedih
151,dengan kejengkelan luar biasa kera memasukkan anak pipit itu ke dalam mulutnya,marah
32,penyihir marah mendengar lelucon raja dan mengutuknya raja suatu saat kau akan punya anak yang berhidung besar,marah
583,mereka sangat bangga akan kemampuan larinya,senang
130,dengan nada marah ia berkata simpan bubu dekat pagar bubu dimakan anai anai maka anai anailah yang saya ambil,marah
195,akulah orang itu karena setelah menjahit mayat yang terpotong,jijik
428,ia merasa bangga saat teman teman caadara menceritakan kehebatan anaknya,senang
702,singa dan beruang sangat sedih,sedih
258,semua binatang yang ada di sana hanya terdiam mereka sangat takut tidak ada satu orang pun yang berani menjawab,takut
467,raja amat senang mendengar rencana ibunya,senang
561,pangeran dan puteri rauna sangat bahagia,senang
374,ratu pun sangat senang mengetahui nama si kurcaci,senang
216,ia didatangi raksasa yang amat besar dan berwajah menyeramkan,takut
742,jhi ge phu dengan sedih melihat istri yang dicintainya dibawa pergi,sedih
642,di perkampungan aia manih ibu malin kundang terus menunggu kedatangan anaknya,sedih
34,sejak saat itu burung gagak dan burung hantu selalu bermusuhan,marah
751,tetapi kemudian ia kecewa sepanjang hari ia di sana tak seorang pun menyapanya,sedih
120,huh hewan kecil itu membuatku terhina sungut obi kerbau tunggu saja balasanku geramnya,marah
479,i manyambungi yang selalu tersenyum sambil menatap puang mosso dengan mata berkaca kaca,senang
710,suami istri itu akhirnya hanya bisa berlutut dan sangat menyesal karena tidak memenuhi permintaan makan anak mereka sebelumnya,sedih
732,suzume hanya bisa menangis menahan sakit dan terbang jauh ke arah hutan,sedih
735,saya menangis karena bola emas saya tergelincir dan jatuh kedalam sumur,sedih
202,seekor babi hutan betina bernama wayungyang yang tengah bertapa ingin menjadi manusia meminum air seni tadi,jijik
679,bunda menangis tersedu sedu sambil bersimpuh di bawah kapal malin anakku jangan kau tinggalkan bundamu lagi nak bunda sangat merindukanmu,sedih
5,ketika saudara tiri cinderella melihat pita dan manik manik lama mereka pada gaun cinderella mereka menjadi marah,marah
237,androcles takut sekali mendengar suara binatang buas itu,takut
251,penduduk yang menyelenggarakan pesta rakyat berlari dengan panik sambil menjerit ketakutan,takut
910,meski sangat terperanjat raja menuruti perintah tersebut,terkejut
511,ia tersenyum sambil mengulurkan sebuah kantung plastik,senang
373,aku sangat senang dan gembira,senang
303,datuk bendahara takut setengah mati dia minta disembunyikan,takut
111,saya tidak akan membeli sesuatu dengan emas itu saya bahkan tidak pernah berpikir untuk berbelanja sesuatu dengan emas itu teriaknya lagi dengan marah,marah
110,ia berusaha melupakan ulah si hitam yang tak mau ia suapi namun hatinya tetap marah,marah
848,tiba tiba muncullah seorang kurcaci di hadapannya,terkejut
238,saat ia hendak bangun singa itu telah berada di depannya androcles menutup wajahnya ketakutan,takut
958,para undangan terkejut mendengar kutukan sang penyihir jahat itu,terkejut
384,dengan rasa bangga raja terus melambaikan tangan,senang
972,betapa terkejutnya si rusa ia tidak jadi beristirahat melainkan lari tunggang langgang,terkejut
38,raja pun sangat kesal karena tidak dapat berbuat apa apa,marah
336,aku merasakan ketakutan yang luar biasa,takut
128,mendengarnya puteri hijau menjadi marah ia segera mencari saudara saudaranya dan menghasut mereka,marah
597,suami istri itu sangat bahagia mereka memberi nama bayi itu timun mas,senang
840,raden putra sangat terkejut mendengar kokok ayam cindelaras yang aneh,terkejut
63,kenapa kau membawa makanan sisa untuk ayahmu yang seharian ini bekerja tanya toba marah,marah
926,para utusan dari mandar itu pun terkejut dan segera memberi hormat,terkejut
745,lalu anak nelayan itu pulang ke rumah dengan hati sedih dan menangis,sedih
778,mendengar cerita anaknya itu si ibu sedih sekali terutama karena suaminya sudah melanggar sumpahnya dengan kata kata cercaan yang dia ucapkan kepada anaknya itu,sedih
681,karena cemas melihat kondisi istrinya yang kesakitan itu towjatuwa menggendong istrinya ke rumah tetangga yang biasa membantu orang melahirkan,sedih
605,anteh senang menyaksikan bunga bunga yang bermekaran dan kupu kupu saling berebut bunga,senang
196,dari setiap kata yang kamu ucapkan dari mulutmu akan keluar seekor ular atau seekor katak,jijik
427,panglima wire menepuk pundak caadara ayah benar benar bangga padamu kelak kau akan jadi panglima perang yang hebat,senang
429,bahkan penduduk desa mengadakan pesta untuk merayakan kemenangan caadara,senang
423,jika begitu ayo kita sebarkan berita baik ini pada penduduk desa kata pak raje dengan bersemangat,senang
927,si raksasa amat terperanjat dan berusaha melarikan diri,terkejut
75,setelah berulang ulang meminta makan namun tidak juga dipenuhi dimun dan meterei menjadi marah,marah
544,ketika melihat sang putri dalam keadaan sehat raja dan permaisuri sangat bahagia,senang
764,kadang kadang gadis menangis sedih di bawah pohon itu ia merasa sendirian di dunia ini,sedih
93,tapi nenek yang serakah malah memarahi kakek karena tidak memilih kotak yang besar,marah
371,suatu hari kabar yang sangat menyenangkan terdengar oleh sang raja istrinya kini sedang mengandung dan kemudian melahirkan,senang
407,mereka hidup berdampingan dengan rukun dan damai,senang
182,pengeran tidak akan melihatmu meskipun kau datang kesana,jijik
930,raja hasan sangat terkejut mendengar jawaban dari raja bayang,terkejut
821,tanpa sadar salah satu baju ibunya hanyut terbawa arus sungai,terkejut
404,kini semua benda yang ia sentuh akan berubah menjadi emas raja sangat senang,senang
831,tak terkirakan keterkejutan orang orang ketika melihat sosoknya yang sangat cantik,terkejut
822,ia langsung terkejut karena di dalamnya berisi intan permata dan berlian sangat banyak,terkejut
934,jafar sidik terperanjat ketika pulang dari iadang dan mendapati empat anak lelakinya menangis,terkejut
215,yuyu kangkang menjerit jerit meminta tolong,takut
171,la tidak mau mengakui ayah dan ibunya yang renta dan miskin,jijik
61,la pun marah kepada anak laki iakinya dasar anak ikan ucapnya tanpa disadari,marah
997,pada suatu hari beliau duduk di gua hira dan tiba tiba beliau dikagetkan dengan kedatangan jibril yang berdiri di depan pintu gua,terkejut
48,mendengar kejadian tersebut para orca sangat marah segera mereka pergi mendatangi kediaman para hiu putih untuk memberi peringatan agar tidak lagi berburu di wilayah para orca,marah
53,wanita wanita itu marah mereka berubah menjadi babi hutan dan menyerang pak raje,marah
468,karena kebaikan hati keduanya orang orang pun menyenangi suami istri itu,senang
56,melihat tingkah laku si naga yang selalu menghambur hamburkan harta kerajaan maka si buaya pun marah,marah
378,ayo kita pergi ke kolam dan bersenang senang kata george,senang
535,keesokan harinya dia bangun seperti biasa dengan gembira dia menengok ikannya yang ada di sumur kecil dan pergi untuk bekerja lagi,senang
599,ayah dan ibu timun mas senang sekali melihat timun mas selamat,senang
941,alibaba dan istrinya sangat terkejut sebelum alibaba bertanya,terkejut
527,aja semakin terpesona melihat bahwa jhi ge phu memiliki istri yang sangat cantik,senang
473,masyarakat kelekak remban bersuka cita setelah mengetahui telah tewasnya garude di tangan putri pinang gading,senang
478,la pun kembali menjalankan tugasnya sebagai raja dengan perasaan tenang dan bahagia karena tidak ada lagi yang akan menggantikannya,senang
791,anak pipit sedih berada dalam kegelapan karena kera selalu mengatupkan mulutnya,sedih
580,si bungkuk merasa bahagia bersahabat dengan si buta,senang
680,baginda raja menyesali perbuatannya dulu,sedih
450,siapapun di antara kalian yang akan menikah dengan pangeran itu akan membuat ibu sangat bahagia keluarga kita akan menjadi terpandang ujar ibu tirinya menengahi kedua anaknya,senang
141,sangkuriang menjadi gusar dipuncak kemarahannya bendungan yang berada di sanghyang tikoro dijebolnya,marah
536,semua yang melihat wanita itu menjadi kagum dan terpana oleh kecantikannya,senang
834,munculah makhluk raksasa penjaga sungai yang berwujud kepiting raksasa bernama yuyu kangkang,terkejut
155,purbararang kemudian menjadi marah bunuh ayo bunuh lutung itu teriaknya,marah
152,kera marah bukan main akal sehatnya hilang,marah
389,esoknya ia melaksanakan nasihat nenek tua saat berburu la pun mendapat hasil buruan yang banyak,senang
813,ketika beliau menyaksikan orang orang tersesat maka kesedihannya semakin bertambah dan hatinya semakin tersentuh dan pikirannya semakin dalam,sedih
880,kapal besar itu terombang ambing dan terbalik seluruh penumpang tewas seketika termasuk sang anak,terkejut
247,babi hutan itu berteriak teriak seolah memberi peringatan pada teman temannya mereka semua iari menyelamatkan diri,takut
750,betapa sedih hati ikot rinding mendengar cerita itu,sedih
125,tetapi saya tidak mungkin hidup di daerah tanpa kodok seperti ini jawab sang bangau agak jengkel,marah
567,gadis selalu terpesona mendengarnya,senang
887,alangkah terkejutnya ia ketika melihat seekor buaya yang sangat besar sedang memandangi dirinya,terkejut
368,rakyat kerjaaan daha dan kahuripan bersuka cita menyambut pernikahan agung itu,senang
214,malin kundang bersembunyi di ruang kecil yang tertutup tumpukan kayu,takut
845,beberapa saat mengintip si nenek di kejutkan dengan pemandangan mengherankan yang terjadi didalam gubugnya,terkejut
795,asni dan mirah amat sedih,sedih
509,monster monster kecil berkejar kejaran monster monster yang lebih besar bercanda dengan riangnya,senang
512,putri raja menjadi sangat senang melihat mainannya kembali dan dia mengambilnya dengan cepat dan lari menjauh,senang
694,aladin menjadi sedih dan duduk termenung aku lapar dan aku ingin bertemu dengan ibu ucap aladin,sedih
572,mereka akan terus berusaha dan bersemangat,senang
673,aku sedih karena aku jelek dan tidak bisa seperti kalian jawab itik abu sedih,sedih
357,timun mas tumbuh menjadi gadis yang baik budi dan cantik jelita mbok sirni amat menyayanginya sepenuh hati,senang
24,tapi dia merebut kueku kata juan membantah,marah
626,mereka berpelukan sambil menangis,sedih
873,namun ibu itik sangat terkejut dari beberapa anaknya ada yang berbeda,terkejut
505,putri termuda kemudian menceritakan semua kisahnya dan anak raja tersebut menjadi bertambah kagum akan kebaikan hati dan kesopanan tutur kata putri termuda,senang
919,sangat mengherankan batang bambu itu bisa di darat setelah dilemparkannya ke laut tadi,terkejut
250,tanpa pikir panjang towjatuwa segera mengambil langkah seribu,takut
550,raja sangat takjub mendengarkan cerita ketangkasan ikot rinding ia sangat bahagia karena putra kesayangannya selamat,senang
982,a apa kesalahanku kak kenapa kakak tiba tiba marah begitu tanya anteh kaget,terkejut
456,penonton bersorak riang dan tepuk tangan dari semua penonton,senang
284,tikus jantan yang ketakutan terpaksa menuruti ajakan tulap si raksasa,takut
844,namun alangkah terkejutnya si nenek ketika sampai di rumah dia melihat bebagai hidangan tersaji di meja makannya,terkejut
486,sang raja sangat senang melihat anaknya dapat bertanggung jawab dan menghilangkan sikap manjanya,senang
630,adik bungsu kembali menangis tersedu sedu,sedih
603,rakyatnya pun hidup damai di bawah pimpinan raja yang bijaksana,senang
77,begitu terus berulang ulang hingga dimun dan meterei menjadi sangat jengkel serta marah,marah
601,sejak saat itu timun mas dapat hidup tenang bersama orang tuanya mereka dapat hidup bahagia tanpa ketakutan lagi,senang
260,serigala pun sangat terkejut ia pun melonjat dan langsung berlari ketakutan,takut
548,karena gembira salampandai mengundang ikot rinding bermalam di rumahnya,senang
980,raja dan permaisuri terkejut melihat kejadian itu,terkejut
700,pada siang hari ketiga anaknya menunggu sang induk kembali kerumah namun yang di tunggu pun tidak datang,sedih
150,bukan main marahnya kera menyaksikan itik mengeruhkan air di tepian itu lagi,marah
622,ibunya sangat terluka mendengar ucapan putrinya,sedih
838,namun ayam jago cindelaras benar benar luar biasa semua bisa dikalahkan dalam beberapa gebrakan pertarungan saja,terkejut
30,bangsa singa dan bangsa burung hendak mengeroyok bangsa kelelawar,marah
494,ayahnya sangat menyayanginya segala keinginan manuella selalu dipenuhi,senang
763,namum bibinya sangat kasar kepadanya gadis amat sedih,sedih
201,hai perempuan jelek jangan naik ke kapal ini pergi dari sini usir seorang anak buah kapal si lancang,jijik
319,hampir setiap hari terjadi perampasan dan perampokan rakyat kecil ketakutan,takut
754,putri menangis meratapi nasibnya yang malang,sedih
978,tiba tiba dia membuat kaget dua pengikutnya itu dengan memegang kerah baju mereka,terkejut
900,bapak tua dan istrinya kaget mendengar suara itu,terkejut
760,datu awang sukma menap sedih dan bersumpah untuk melarang anak keturunannya memelihara ayam hitam yang dia anggap membawa malapetaka,sedih
316,anteh mundur dengan ketakutan,takut
661,suatu hari sepulang dari mencari makanan burung unta mendapati dua anaknya hilang entah ke mana la menangis mencari cari anaknya,sedih
198,monster berkepala babi yang berbulu hijau,jijik
101,tapi putri dengan marah berkata bahwa ia telah ditipu dan ia hanya mau mengaku kalah jika shahzada bisa membuatnya berbicara sebanyak tiga kali,marah
242,dengan sekuat tenaga ayam mencoba melepaskan diri kemudian ia lari sekencang kencangnya keluar dari hutan,takut
484,mendengar kabar tersebut raja dan permaisuri sangat bahagia,senang
889,petani itu sangat kaget tetapi ia berjanji tidak membunuh ikan itu dalam sekejap ikan itu berubah menjadi seorang putri yang cantik,terkejut
179,aku sudah bosan memakan tikus tubuh mereka bau sehingga membuatku menjadi mual,jijik
37,sang bapak lama lama kesal oleh sikap menantu menantunya itu,marah
421,mereka kemudian menikah dan hidup berbahagia,senang
42,tikus yang sedang makan kini kehilangan selara makannya segera dia mencakar kembali dan menggigit tikus pemarah itu mereka bergerumul berkelahi dengan sengitnya,marah
496,mereka membawa kain kain yang terindah manuella sangat gembira,senang
968,setibanya di rumah ia terkejut dan menjerit karena melihat suaminya telah berubah menjadi seekor naga,terkejut
267,tidak pernah ada penduduk desa penyak yang berani memasuki hutan,takut
841,dia terkejut melihat seekor domba kecil tertinggal dari kawanannya,terkejut
801,kabar kematiannya tiba tiba tersebar dan sangat memilukan hati orang orang yang mendengarnya sehingga kabar itu sampai ke istrinya,sedih
115,perasaan kesal dan jengkel tertuju pada suaminya,marah
136,jangan bicara sembarangan jampang mayangsari mulai marah,marah
312,raksasa lagi lagi hampir menangkapnya timun mas sangat ketakutan,takut
434,towjatuwa bahagia sekali ia memeluk istrinya dan menggendong bayinya dengan mesra tak lupa ia berterima kasih pada watuwe,senang
953,sang raja terkejut mendengar ratu berkata demikian dan bertanya bagaimana bisa,terkejut
588,sambil tersenyum gembira mata pancingnya dia lepas dari mulut ikan itu,senang
256,tidak aku takut turun kesana jawab aladin,takut
711,si murid pun meminta maaf atas kebodohannya,sedih
852,kelinci kaget mendengar jawaban itu,terkejut
685,si nenek sangat sedih air matanya berlinang dalam kesedihannya ia berdoa kepada tuhan,sedih
289,wush dari dalam kotak itu keluar ribuan makhluk yang menyeramkan dan mengejar nenek yang langsung lari terbirit birit,takut
297,dengan ketakutan mereka segera menyerahkan sebuah cermin,takut
491,mendengar permintaan tersebut pangeran suta sangat senang,senang
406,raja sangat bahagia dan segera memeluk putrinya dengan sangat erat,senang
537,saat padishah melihat wanita yang sangat cantik jelita itu dia langsung jatuh cinta dan bertujuan untuk menikahinya,senang
604,raja dan ratu sangat menyayangi keduanya meski sebenarnya kedua gadis itu memiliki status sosial yang berbeda,senang
833,kegemparan pun kian menjadi jadi saat ande ande lumut juga membuka jati dirinya,terkejut
654,apakah namamu balthazar jawab ratu sedih,sedih
410,wah sepertinya menarik ayo kita segera berangkat sahut kera bersemangat,senang
546,pemuda itu kagum akan kejujuran kedua anak tersebut,senang
88,selama itu suaminya telah berbohong padanya kekecewaan yang dirasakannya berubah menjadi kemarahan,marah
730,sang ayah telah putus asa dan ia berhari hari hanya duduk di depan jendela,sedih
65,la bersumpah akan membalas kematian cormoran suatu hari aku akan membalaskan kematian cormoran begitu sumpah blunderbore,marah
872,sampailah mereka di sebuah rumah yang cukup besar dan mewah ketika mereka masuk sang kucing desa kaget dengan makanan di atas meja,terkejut
480,seluruh warga menyambut kemenangan itu dengan sangat gembira,senang
684,nenek itu kembali ke tempat tidur la sangat sedih karena anak dan menantunya tidak ingat kepadanya,sedih
255,baiklah aku bersedia sahut mbok sarni menjawab walau hatinya takut melihat sosok raksasa yang besar dan seram,takut
823,namun ternyata yang keluar dari labu tersebut bukanlahh intan permata seperti yang meraka bayangkan melainkan ratusan dan puluhan kelabang kalajengking dan ular berbisa,terkejut
825,sangat mengejutkan sekaligus membanggakannya anak tercintanya pulang menaiki kapal milinya sendiri,terkejut
892,raden budog terbangun dan terkejut karena di hadapan berdiri seorang gadis yang sangat cantik,terkejut
78,syandan tak terkirakan kemarahan kerbau putih ketika mendapati putri kesupuk melarikan diri,marah
143,gema tidak puas melanda batuampar entong gendut dan kawan kawannya marah sekali,marah
328,dengan ketakutan yang luar biasa aki panyumpit tergesa gesa masuk hutan belantara,takut
854,rakyat sangat terkejut melihat penampilan raja meskipun mereka terkejut namun tidak ada dari mereka untuk berkata apa apa,terkejut
988,betapa kaget hatinya setelah melihat isi bumbung itu,terkejut
189,namun sangat menjijikkan dalam pandangan putri aji bedarah putih,jijik
967,kusmantoro dan kusmantari terkejut namun keterkejutan mereka disimpan rapat rapat mereka tak ingin penyamaran mereka terbuka,terkejut
353,tak terkirakan gembira dan bahagia hatinya ketika ia melihat sebuah kapal yang besar serta mewah tengah bersandar dipelabuhan,senang
989,ia amat terkejut melihat nyamuknya sedang dipatuk dan ditelan seekor ayam jantan,terkejut
55,mananamakrdi sangat geram dengan cepat ia keluar dari persembunyiannya dan menangkap makhluk itu,marah
875,itik abu abu sangat terkejut melihat sosok angsa putih di dalam air,terkejut
460,sang induk sangat senang melihat kedua anaknya,senang
545,semua menyambut gembira ajakan si pemuda,senang
923,ketika paga tengah sibuk menyiapkan lahan garapannya di hutan angker warga desa dikejutkan dengan adanya berita menghebohkan,terkejut
